ART CODE,TITLE,TYPE,YEAR,ARTIST,ADDRESS,LOCATION,X,Y,IMAGE_URL,JPG_URL
101,Almond Blossom/Astronomyaa,public sculpture,1986,David Anderson,4440 Osuna NE,Osuna Median bet.Jefferson/ W.Frontage Rd,-106.5918383,35.1555,http://www.flickr.com/photos/abqpublicart/6831137393/,http://farm8.staticflickr.com/7153/6831137393_fa38634fd7_m.jpg
102,Formas Esperando Palabra de Otros Mundos,public sculpture,1983,Federico Armijo,Lomas & 16th St. NW,Old Town,-106.6641772,35.0931,http://www.flickr.com/photos/abqpublicart/2479129916/,http://farm3.staticflickr.com/2167/2479129916_0d861b2600.jpg
104,Sumer #24,public sculpture,1999,Larry Bell,San Pedro &  Los Arboles NE,Quigley Park,-106.5779912,35.1143,http://www.flickr.com/photos/abqpublicart/908720823/,http://farm2.staticflickr.com/1416/908720823_e390a242f4.jpg
105,Images,public sculpture,1988,Rod Blankley,620 Georgia SE,Emerson School / John Carillo Park,-106.5708861,35.0682,http://www.flickr.com/photos/abqpublicart/6831253349/,http://farm8.staticflickr.com/7012/6831253349_52c0a680ba.jpg
106,The Hounds of Enchantment,public sculpture,1998,Peter Broussard,Morris & Lexington NE,Matheson Park,-106.5230099,35.1121,http://www.flickr.com/photos/abqpublicart/1030960964/,http://farm2.staticflickr.com/1243/1030960964_d6de360ad9.jpg
107,Carved Wood Dais,carvings (visual works),1996,Max Chavez,400 Marquette NW,City/County Government Bldg.,-106.6515905,35.088,http://www.flickr.com/photos/abqpublicart/2513552515/,http://farm3.staticflickr.com/2413/2513552515_b6a0c07f08.jpg
108,Runways,fiber art,1988,Nancy Kozikowski,2200 Sunport Blvd SE,Main Terminal,-106.6166671,35.0488,http://www.flickr.com/photos/abqpublicart/2456692901/,http://farm3.staticflickr.com/2376/2456692901_505978bd9d.jpg
109,Triptych,fiber art,1996,Donna Contractor,400 Marquette NW,City/County Government Bldg.,-106.6515905,35.088,http://www.flickr.com/photos/abqpublicart/2514376900/,http://farm3.staticflickr.com/2334/2514376900_5dd82a66e6.jpg
110,Kindred Spirit,casts (sculpture),1995,Lou  Cuevas,11800 Sunset Gardens SW,Westside Animal Control Center,-106.7614158,35.0648,http://www.flickr.com/photos/abqpublicart/6836543449/,http://farm8.staticflickr.com/7013/6836543449_1ae0118bd9.jpg
111,Solar Arc,public sculpture,1985,William Drexel,Menaul Blvd. at 12th Street NW,4-H Park,-106.659923,35.1123,http://www.flickr.com/photos/abqpublicart/2478318273/,http://farm3.staticflickr.com/2401/2478318273_601e1707d9.jpg
,,,,O.K. Harris,,,,,,
112,Interweave,public sculpture,1984,C. Anthony Eck,7525 Zuni SE,East Central Multi-Service Center,-106.5637513,35.0732,http://www.flickr.com/photos/abqpublicart/2439174720/,http://farm3.staticflickr.com/2330/2439174720_0f1021c0e7.jpg
113,Hand of Friendship,public sculpture,1984,Ted Egri,Tramway & Central NE,Tramway & Central,-106.4965063,35.0683,http://www.flickr.com/photos/abqpublicart/2534820814/,http://farm3.staticflickr.com/2061/2534820814_22da1a0210.jpg
114,Presto,neon sculpture,1984,Jeanette Entwisle,5th St & Copper NW,5th & Copper NW Parking Structure,-106.6525021,35.0855,http://www.flickr.com/photos/abqpublicart/2478318313/,http://farm3.staticflickr.com/2010/2478318313_1b56557417.jpg
115,Las Mesas,public sculpture,1984,Tommie Findley,Lomas and Rancho Seco NW,Lomas Pedestrianway,-106.6668185,35.0934,http://www.flickr.com/photos/abqpublicart/6877658481/,http://farm8.staticflickr.com/7039/6877658481_efbbd8f746.jpg
116,The Shepherd,public sculpture,1990,Lincoln Fox,2000 Mountain Rd NW,Albuquerque Museum,-106.6679641,35.0972,http://www.flickr.com/photos/abqpublicart/2478318321/,http://farm3.staticflickr.com/2204/2478318321_36cd548144.jpg
117,Retratos de la Vecinidad (#1),photographs (visual works),1992,Miguel Gandert,1420 Edith NE,Santa Barbara/Martineztown Community Center,-106.6384858,35.0979,http://www.flickr.com/photos/abqpublicart/6837494307/,http://farm8.staticflickr.com/7153/6837494307_4af386bf13_m.jpg
117.01,Retratos de la Vecinidad (#2),photographs (visual works),1992,Miguel Gandert,1420 Edith NE,Santa Barbara/Martineztown Community Center,-106.6384858,35.0979,http://www.flickr.com/photos/abqpublicart/6837494561/in/photostream/,http://farm8.staticflickr.com/7015/6837494561_cbef26c225_m.jpg
117.02,Retratos de la Vecinidad (#3),photographs (visual works),1992,Miguel Gandert,1420 Edith NE,Santa Barbara/Martineztown Community Center,-106.6384858,35.0979,http://www.flickr.com/photos/abqpublicart/6837494725/in/photostream/,http://farm8.staticflickr.com/7169/6837494725_47acee5cfd_m.jpg
117.03,Retratos de la Vecinidad (#4),photographs (visual works),1992,Miguel Gandert,1420 Edith NE,Santa Barbara/Martineztown Community Center,-106.6384858,35.0979,http://www.flickr.com/photos/abqpublicart/6837494957/in/photostream/,http://farm8.staticflickr.com/7021/6837494957_9b9b52636d_m.jpg
117.04,Retratos de la Vecinidad (#5),photographs (visual works),1992,Miguel Gandert,1420 Edith NE,Santa Barbara/Martineztown Community Center,-106.6384858,35.0979,http://www.flickr.com/photos/abqpublicart/6837495137/in/photostream/,http://farm8.staticflickr.com/7022/6837495137_1ebba535a8_m.jpg
117.05,Retratos de la Vecinidad (#6),photographs (visual works),1992,Miguel Gandert,1420 Edith NE,Santa Barbara/Martineztown Community Center,-106.6384858,35.0979,http://www.flickr.com/photos/abqpublicart/6837495447/in/photostream/,http://farm8.staticflickr.com/7021/6837495447_58c1a93c6f_m.jpg
117.06,Retratos de la Vecinidad (#7),photographs (visual works),1992,Miguel Gandert,1420 Edith NE,Santa Barbara/Martineztown Community Center,-106.6384858,35.0979,http://www.flickr.com/photos/abqpublicart/6837495593/in/photostream/,http://farm8.staticflickr.com/7159/6837495593_dd11ca14d5_m.jpg
117.07,Retratos de la Vecinidad (#8),photographs (visual works),1992,Miguel Gandert,1420 Edith NE,Santa Barbara/Martineztown Community Center,-106.6384858,35.0979,http://www.flickr.com/photos/abqpublicart/6837495865/in/photostream/,http://farm8.staticflickr.com/7034/6837495865_f1713250aa_m.jpg
117.08,Retratos de la Vecinidad (#9),photographs (visual works),1992,Miguel Gandert,1420 Edith NE,Santa Barbara/Martineztown Community Center,-106.6384858,35.0979,http://www.flickr.com/photos/abqpublicart/6837496087/in/photostream/,http://farm8.staticflickr.com/7141/6837496087_e9566f7123_m.jpg
117.09,Retratos de la Vecinidad (#10),photographs (visual works),1992,Miguel Gandert,1420 Edith NE,Santa Barbara/Martineztown Community Center,-106.6384858,35.0979,http://www.flickr.com/photos/abqpublicart/6837496291/in/photostream/,http://farm8.staticflickr.com/7153/6837496291_6b0e4f80bf_m.jpg
117.1,Retratos de la Vecinidad (#11),photographs (visual works),1992,Miguel Gandert,1420 Edith NE,Santa Barbara/Martineztown Community Center,-106.6384858,35.0979,http://www.flickr.com/photos/abqpublicart/6837496533/in/photostream/,http://farm8.staticflickr.com/7023/6837496533_0ccca68b5c_m.jpg
117.11,Retratos de la Vecinidad (#12),photographs (visual works),1992,Miguel Gandert,1420 Edith NE,Santa Barbara/Martineztown Community Center,-106.6384858,35.0979,http://www.flickr.com/photos/abqpublicart/6837496769/in/photostream/,http://farm8.staticflickr.com/7022/6837496769_d8c1b1dfbf_m.jpg
117.12,Retratos de la Vecinidad (#13),photographs (visual works),1992,Miguel Gandert,1420 Edith NE,Santa Barbara/Martineztown Community Center,-106.6384858,35.0979,http://www.flickr.com/photos/abqpublicart/6837496973/in/photostream/,http://farm8.staticflickr.com/7034/6837496973_860168eec6_m.jpg
117.13,Retratos de la Vecinidad (#14),photographs (visual works),1992,Miguel Gandert,1420 Edith NE,Santa Barbara/Martineztown Community Center,-106.6384858,35.0979,http://www.flickr.com/photos/abqpublicart/6837497117/in/photostream/,http://farm8.staticflickr.com/7171/6837497117_2d73d0f632_m.jpg
117.14,Retratos de la Vecinidad (#15),photographs (visual works),1992,Miguel Gandert,1420 Edith NE,Santa Barbara/Martineztown Community Center,-106.6384858,35.0979,http://www.flickr.com/photos/abqpublicart/6837497317/in/photostream/,http://farm8.staticflickr.com/7164/6837497317_f6bea399a1_m.jpg
118,Memories of the North Valley (Haciendo Adobes),acrylic paintings,1994,Edward  Gonzales,3825 4th Street NW,North Valley Senior Center,-106.6454872,35.1225,http://www.flickr.com/photos/abqpublicart/2479130112/,http://farm3.staticflickr.com/2162/2479130112_8042a4ffd5_m.jpg
118.01,Memories of the North Valley (La Acequia),acrylic paintings,1994,Edward  Gonzales,3825 4th Street NW,North Valley Senior Center,-106.6454872,35.1225,http://www.flickr.com/photos/abqpublicart/2478318443/in/photostream/,http://farm4.staticflickr.com/3107/2478318443_884aafb3b5_m.jpg
118.02,Memories of the North Valley (The Harvesters),acrylic paintings,1994,Edward  Gonzales,3825 4th Street NW,North Valley Senior Center,-106.6454872,35.1225,http://www.flickr.com/photos/abqpublicart/2478318511/in/photostream/,http://farm3.staticflickr.com/2068/2478318511_735ce79007_m.jpg
118.03,Memories of the North Valley (Hanging Chile),acrylic paintings,1994,Edward  Gonzales,3825 4th Street NW,North Valley Senior Center,-106.6454872,35.1225,http://www.flickr.com/photos/abqpublicart/2478318615/in/photostream/,http://farm4.staticflickr.com/3012/2478318615_570542b7a1_m.jpg
118.04,Memories of the North Valley (Los Abuelos),acrylic paintings,1994,Edward  Gonzales,3825 4th Street NW,North Valley Senior Center,-106.6454872,35.1225,http://www.flickr.com/photos/abqpublicart/2478318631/in/photostream/,http://farm3.staticflickr.com/2282/2478318631_c04bda0830_m.jpg
118.05,Memories of the North Valley (Haciendo Tortillas),acrylic paintings,1994,Edward  Gonzales,3825 4th Street NW,North Valley Senior Center,-106.6454872,35.1225,http://www.flickr.com/photos/abqpublicart/2479130506/in/photostream/,http://farm4.staticflickr.com/3200/2479130506_aa1e6a062d_m.jpg
119,Sidewalk Society,public sculpture,1991,Glenna Goodacre,330 Tijeras Ave NW,Hyatt Hotel Building (sidewalk at 3rd and Tijeras),-106.6502293,35.0864,http://www.flickr.com/photos/abqpublicart/6876390491/,http://farm8.staticflickr.com/7179/6876390491_2ca233dd17_m.jpg
120,Zia,public sculpture,1990,William Goodman,1420 Edith NE,Santa Barbara/Martineztown Community Center,-106.6380699,35.0973,http://www.flickr.com/photos/abqpublicart/1030961394/,http://farm2.staticflickr.com/1421/1030961394_dd8e2bacb7_m.jpg
121,Tapestry of Life,stained glass (visual works),1993,Cathy Gore,903 10th St SW,Rio Grande Zoological Park ,-106.661155,35.0777,http://www.flickr.com/photos/abqpublicart/2420677579/,http://farm4.staticflickr.com/3013/2420677579_db6f213e69_m.jpg
122,Fountain of Peace,public sculpture,1989,Sandy Scott,Central and San Felipe NW,Old Town,-106.6697064,35.0944,http://www.flickr.com/photos/abqpublicart/2479130542/,http://farm4.staticflickr.com/3253/2479130542_bf278d1387_m.jpg
123,Picture Fountain, Fountains,1990,Maera Green,6500 Los Volcanes NW,Los Volcanes Senior Center,-106.7125515,35.0899,http://www.flickr.com/photos/abqpublicart/6876428481/,http://farm8.staticflickr.com/7200/6876428481_ed80e13b06_m.jpg
124,Coronado’s First Visit to New Mexico,Painting (visual works),1997,Maurice Green,714 Seventh St SW,Barelas Senior Multi-Service Center,-106.6558775,35.0789,http://www.flickr.com/photos/abqpublicart/2420677741/,http://farm4.staticflickr.com/3038/2420677741_8a0b45b597_m.jpg
125,Albuquerque Apparition,neon sculpture,1992,David Griggs,1700 Yale SE,Loma Linda Community Center,-106.6207553,35.0637,http://www.flickr.com/photos/abqpublicart/2438349729/,http://farm4.staticflickr.com/3188/2438349729_64372c55cf_m.jpg
126,New Life in Old Albuquerque,Painting (visual works),1993,Roy Grinnell,400 Marquette NW,City/County Government Bldg. ,-106.6515905,35.088,http://www.flickr.com/photos/abqpublicart/2513552575/,http://farm3.staticflickr.com/2396/2513552575_fb858a6bd9_m.jpg
127,Cruising San Mateo I,public sculpture,1991,Barbara Grygutis,San Mateo at Gibson SE,Gibson Blvd.,-106.5868557,35.0585,http://www.flickr.com/photos/abqpublicart/2438349803/,http://farm3.staticflickr.com/2340/2438349803_751c385b68_m.jpg
127.01,Cruising San Mateo II,public sculpture,1991,Barbara Grygutis,San Mateo at Eastern SE,San Mateo Roadway,-106.586204,35.0603,http://www.flickr.com/photos/abqpublicart/6779966622/in/photostream,http://farm8.staticflickr.com/7061/6779966622_8e30779ba1_m.jpg
128,The Harvest,mural paintings (visual works),1984,Gilberto Guzman,5th & Copper NW,5th & Copper NW Parking Structure,-106.6525475,35.0854,http://www.flickr.com/photos/abqpublicart/2479130748/,http://farm4.staticflickr.com/3044/2479130748_15f6abb119_m.jpg
129,A Tree of Mixed Metaphors,public sculpture,1988,Ed Haddaway,2000 Mountain Rd NW,Albuquerque Museum ,-106.6679641,35.0972,http://www.flickr.com/photos/abqpublicart/6876375911/,http://farm8.staticflickr.com/7197/6876375911_84f0141b7a_m.jpg
130,Lioness and Cubs,public sculpture,1984,Una  Hanbury,903 10th St SW,Rio Grande Zoological Park,-106.661155,35.0777,http://www.flickr.com/photos/abqpublicart/2421492774/,http://farm3.staticflickr.com/2381/2421492774_c8927f65f2_m.jpg
131,Phoenix Rising from the Ashes,public sculpture ,1985,Una  Hanbury,903 10th St SW,Rio Grande Zoological Park,-106.661155,35.0777,http://www.flickr.com/photos/abqpublicart/2420677835/,http://farm3.staticflickr.com/2095/2420677835_f00538b8d3_m.jpg
132,Cultural Crossroads of the Americas,public sculpture,1996,Bob Haozous,Central at Harvard NE,Yale Park,-106.621143,35.08138394,http://www.flickr.com/photos/abqpublicart/6871063649/,http://farm8.staticflickr.com/7206/6871063649_e4dba1f3cf_m.jpg
133,Walk in Beauty,public sculpture,1983,Doug Hyde,2000 Mountain Rd NW,Albuquerque Museum,-106.6679641,35.0972,http://www.flickr.com/photos/abqpublicart/2478319015/,http://farm4.staticflickr.com/3033/2478319015_fdbcd0d22a_m.jpg
134,Southwest Pieta/Pieta Suroeste,public sculpture,1987,Luis Jimenez,520 Edith Blvd. NE,Martineztown Longfellow Park,-106.641093,35.0876,http://www.flickr.com/photos/abqpublicart/2534006459/,http://farm2.staticflickr.com/1326/1030110055_e384613406_m.jpg
134.01,Southwest Pieta/Pieta Suroeste (Drawing),drawings (visual works),1987,Luis Jimenez,400 Marquette NW,Public Art Offices,-106.641093,35.0876,http://www.flickr.com/photos/abqpublicart/2534006459/,http://farm2.staticflickr.com/1326/1030110055_e384613406_m.jpg
135.01,Stepping Stone Table,Sidewalk Insets,2001,Elzbieta Kaleta,400 Marquette NW,Cultural Services Reception,-106.6518822,35.08814052,http://www.flickr.com/photos/abqpublicart/6780216952/in/photostream,http://farm8.staticflickr.com/7064/6780216952_69fa3d2d58_m.jpg
136,Asteroid Sequence #2,Painting (visual works),1994,Aaron Karp,2033 Columbia Drive SE,Sunport Pool,-106.6183061,35.0371,http://www.flickr.com/photos/abqpublicart/2439175098/#/,http://farm4.staticflickr.com/3223/2439175098_9e5eb394e9_m.jpg
137,Heritage,mural paintings (visual works),1985,Celia Kimball,6100 Taylor Ranch Rd NW,Taylor Ranch Fire Station #18,-106.6936629,35.1543,http://www.flickr.com/photos/abqpublicart/6926342359/in/photostream,http://farm8.staticflickr.com/7068/6926342359_f99ba36534_m.jpg
140,Thread of New Mexico,fiber art,1992,Nancy Kozikowski,400 Marquette NW,City/County Government Bldg.,-106.6515905,35.088,http://www.flickr.com/photos/abqpublicart/2514376952/,http://farm3.staticflickr.com/2195/2514376952_52781df1e3_m.jpg
141,Breath of Life,relief (sculptures),1995,Bruce  LaFountain,11800 Sunset Gardens SW,Westside Animal Control Center,-106.7614158,35.0648,http://www.flickr.com/photos/abqpublicart/2420678055/,http://farm3.staticflickr.com/2061/2420678055_f6238b5e9a_m.jpg
142,Vehicle Stop,public sculpture,2001,Erika Wanenmacher,1701 Mountain Rd NW,Explora,-106.6635981,35.09710785,http://www.flickr.com/photos/abqpublicart/2479130918/,http://farm3.staticflickr.com/2073/2479130918_b089c74a5e_m.jpg
143,Madonna of the Trail,public sculpture,1998,August Leimbach,4th St & Marble NW,Federal Courthouse Building,-106.6497857,35.0929,http://www.flickr.com/photos/abqpublicart/2478319287/,http://farm3.staticflickr.com/2178/2478319287_808eaab46a_m.jpg
144,Tea Gate V,sculpture (visual work),2001,Paula Castillo,3400 University Blvd SE,Airport Rental Car Facility,-106.6257541,35.0403,http://www.flickr.com/photos/abqpublicart/2438410577/,http://farm3.staticflickr.com/2238/2438410577_70d081ffe1_m.jpg
145,River of Life,mosaics,1996,Susan Linnell,Unser Blvd & Dellyne NW ,"Unser Blvd, Site #3",-106.7122222,35.1453,http://www.flickr.com/photos/abqpublicart/2479131098/,http://farm4.staticflickr.com/3050/2479131098_da1f883a4e_m.jpg
146,Holocaust Memorial,public sculpture,1999,Jake Lovato,3rd St and Tijeras NW,Civic Plaza,-106.650757,35.0869,http://www.flickr.com/photos/abqpublicart/2479131262/,http://farm3.staticflickr.com/2191/2479131262_1a0597a5bc_m.jpg
147,Yei-bi-chai Gathering Place,public sculpture,1995,Jake Lovato,5221 Palo Duro NE,Palo Duro Senior Center,-106.5849155,35.1246,http://www.flickr.com/photos/abqpublicart/1030961824/,http://farm2.staticflickr.com/1222/1030961824_94165eb43c_m.jpg
148,The Shield,reliefs (sculptures),1986,Elizabeth Red Sun Lyon,6404 Los Volcanes NW,Shawn McWethy Memorial Police Substation,-106.7125399,35.0908,http://www.flickr.com/photos/abqpublicart/2478319513/,http://farm3.staticflickr.com/2353/2478319513_36d7f9b153_m.jpg
149,Full Circle,public sculpture,1990,Beverly Magennis,440 Jefferson NE,Zia School Park,-106.5925572,35.0848,http://www.flickr.com/photos/abqpublicart/1030961914/,http://farm2.staticflickr.com/1291/1030961914_b21ffd1e01_m.jpg
150,Tree of Life,mosaic,1999,Beverly Magennis,4th St & Montano NW,4th Street and Montano,-106.6409759,35.1384,http://www.flickr.com/photos/abqpublicart/2479131318/,http://farm3.staticflickr.com/2315/2479131318_e7bc687c0a_m.jpg
151,"""Mestizaje,""  De Colores Hispanic Heritage Festival Mural",mural paintings (visual works),1996,Emanuel Martinez,1025 Broadway SE,South Broadway Cultural Center,-106.6460537,35.0727,http://www.flickr.com/photos/abqpublicart/2439175208/,http://farm4.staticflickr.com/3050/2439175208_49dbff1c16_m.jpg
152,Blue Tile Walls,public sculpture,1983,Molly Mason,Lomas at 11th St. NW,Lomas at 11th NW,-106.6588341,35.0919,http://www.flickr.com/photos/abqpublicart/2479131360/,http://farm3.staticflickr.com/2303/2479131360_7ed18362b3_m.jpg
153,"Don Francisco Cuervo y Valdes, Founder of Albuquerque",public sculpture,1988,Buck McCain,Romero and Rio Grande NW,Old Town,-106.6705548,35.0982,http://www.flickr.com/photos/abqpublicart/2478319719/,http://farm4.staticflickr.com/3141/2478319719_24f76f8fde_m.jpg
154,To Create the Beloved Community,public sculpture,1994,Jerome Meadows,150 Tijeras Ave NW,Martin Luther King Jr. Memorial,-106.6475283,35.0854,http://www.flickr.com/photos/abqpublicart/2479131588/,http://farm3.staticflickr.com/2195/2479131588_9a9642f2d9_m.jpg
155,Running Horses,public sculpture,1991,Gray Mercer,2200 Sunport Blvd. SE,Main Terminal,-106.6166671,35.0488,http://www.flickr.com/photos/abqpublicart/2456692995/,http://farm4.staticflickr.com/3057/2456692995_35186b17f6_m.jpg
156,Lifelines,public sculpture,1997,Leigh Moore/Walters,550 San Mateo SE,Northeast corner of San Mateo & Zuni SE,-106.5860511,35.0738,http://www.flickr.com/photos/abqpublicart/6870692297/,http://farm8.staticflickr.com/7194/6870692297_f9a58e3ddb_m.jpg
157,George J. Maloof,public sculpture,1990,Paul Moore,3rd St. and Tijeras NW,40 First Plaza,-106.649972,35.0863,http://www.flickr.com/photos/abqpublicart/6876488691/,http://farm8.staticflickr.com/7183/6876488691_15b5cedbea_m.jpg
158,The Fallen Friend,public sculpture,1997,Jesus Moroles,1100 Louisiana Blvd. SE,Veteran's Memorial Park - Phil Chacon Park,-106.566295,35.0604,http://www.flickr.com/photos/abqpublicart/2439175698/,http://farm3.staticflickr.com/2364/2439175698_10fd27e955_m.jpg
159,Floating Mesa,public sculpture,1984,Jesus Moroles,2000 Mountain Rd NW,Albuquerque Museum,-106.6679641,35.0972,http://www.flickr.com/photos/abqpublicart/2479131626/,http://farm3.staticflickr.com/2268/2479131626_99f9eb41cb_m.jpg
160,Globe,public sculpture,2001,Ramsey Rose,6320 Domingo Rd NE,Musical Theatre Southwest,-106.5904714,35.0781,http://www.flickr.com/photos/abqpublicart/6780485458/in/photostream,http://farm8.staticflickr.com/7068/6780485478_a9203fec10_m.jpg
161,Spirit Maiden,public sculpture,1996,Michael Naranjo,Central Ave at Harvard NE,Yale Park,-106.6206866,35.0812,http://www.flickr.com/photos/abqpublicart/6926608409/in/photostream,http://farm8.staticflickr.com/7056/6926608409_1c60dbfca8_m.jpg
162,Khwee ... Seng (Woman...Man),public sculpture,1993,Nora Naranjo Morse,2000 Mountain Rd NW,Albuquerque Museum,-106.6679641,35.0972,http://www.flickr.com/photos/abqpublicart/2479131858/,http://farm4.staticflickr.com/3139/2479131858_f280a24648_m.jpg
163,Portrait of Roger A. Hoisington,Painting (visual works),1996,Leo Neufeld,5412 Second St. NW,Albuquerque Police Training Academy,-106.6367991,35.1368,http://www.flickr.com/photos/abqpublicart/2479132064/in/photostream/,http://farm4.staticflickr.com/3295/2479132064_fd11571bdc_m.jpg
164,Dreams & Nightmares: Journey of a Broken Weave,public sculpture,1987,Dennis Oppenheim,2210 Lomas Blvd. NE ,University of New Mexico,-106.6186603,35.0873,http://www.flickr.com/photos/abqpublicart/2534820974/,http://farm3.staticflickr.com/2206/2534820974_b6fe2f373b_m.jpg
165,Maria C.,Weavings,1990,Luis Ortega,1500 Broadway NE,Vehicle Pollution Management Bldg.,-106.6413934,35.0987,http://www.flickr.com/photos/abqpublicart/1030111109/,http://farm2.staticflickr.com/1004/1030111109_e3581227d5_m.jpg
166,"El Camino Real, Road of Life",mural paintings (visual works),1998,Patricio A. Zamora (PAZ),1801 4th Street NW,4th Street City Yards,-106.6483551,35.1021,http://www.flickr.com/photos/abqpublicart/2478320549/,http://farm3.staticflickr.com/2263/2478320549_e77672598e_m.jpg
167,La Communidad,mural paintings (visual works),1997,Patricio A. Zamora (PAZ),Bridge Blvd and Old Coors DR SW,Bridge Blvd and Old Coors,-106.7110026,35.07,http://www.flickr.com/photos/abqpublicart/6836564611/,http://farm8.staticflickr.com/7002/6836564611_bfb467d0d3_m.jpg
168,More than a Fire Fighter,mural paintings (visual works),1999,Patricio A. Zamora (PAZ),724 Silver SW,Fire Department Administration Bldg.,-106.6566483,35.0829,http://www.flickr.com/photos/abqpublicart/6836582183/in/photostream/,http://farm8.staticflickr.com/7143/6836582183_261be223f8_m.jpg
169,La Primavera ,mural paintings (visual works),2013,Francisco LeFebre,263 Garfield SE,South Broadway Park/Arroyo Murals,-106.6470802,35.0722,http://www.flickr.com/photos/abqpublicart/6870747399/,http://farm8.staticflickr.com/7067/6870747399_f7233a02ef_m.jpg
170,Crossroads,public sculpture,1984,Jerry Peart,University Blvd. and Coal Ave SE,Median ,-106.6278192,35.0763,http://www.flickr.com/photos/abqpublicart/2438350615/,http://farm3.staticflickr.com/2247/2438350615_04be190c93_m.jpg
171,La Blessure,public sculpture,1990,Collette  Perazio-Itkin,Tramway and Lomas NE,Tramway Library,-106.4978478,35.0859,http://www.flickr.com/photos/abqpublicart/1030111235/,http://farm2.staticflickr.com/1352/1030111235_ff0114f838_m.jpg
172,Gorilla Route #66,public sculpture,1990,Sarah Perry,4600 Edith NE,Solid Waste,-106.6313489,35.1259,http://www.flickr.com/photos/abqpublicart/1030111303/in/photostream/,http://farm2.staticflickr.com/1015/1030111303_ac5dd00245_m.jpg
174,First Furrow,public sculpture,1998,Susan Raymond,5408 Second St NW,APD 4th Area Command Substation,-106.6371245,35.1362,http://www.flickr.com/photos/abqpublicart/2478320639/in/photostream/,http://farm3.staticflickr.com/2049/2478320639_1d805b269c_m.jpg
175,"Jack Rabbit, Lizards & Bats",public sculpture,1996,Reynaldo  Rivera,2901 Candelaria Rd NW,Rio Grande Nature Center,-106.6825992,35.131,http://www.flickr.com/photos/abqpublicart/6876358677/,http://farm8.staticflickr.com/7038/6876358677_92e4f6dfbc_m.jpg
176,Los Cibolos del Rio Grande,public sculpture,1990,Reynaldo  Rivera,903 10th St SW,Rio Grande Zoological Park,-106.661155,35.0777,http://www.flickr.com/photos/abqpublicart/2420678115/,http://farm3.staticflickr.com/2028/2420678115_fb6bcddbba_m.jpg
177,Los Osos del Canyon,public sculpture,1995,Reynaldo  Rivera,"Tramway Blvd, Bear Canyon Arroyo NE",Bear Canyon Arroyo/Open Space,-106.4987681,35.1398,http://www.flickr.com/photos/abqpublicart/1030111367/,http://farm2.staticflickr.com/1327/1030111367_fe0eb135ef_m.jpg
178,La Curandera y su Jardin,reliefs (sculptures),1998,Reynaldo  Rivera,2601 Central Ave NW,Botanic Garden,-106.6808887,35.0927,http://www.flickr.com/photos/abqpublicart/2479132554/,http://farm3.staticflickr.com/2039/2479132554_84a3f79189_m.jpg
179,La Entrada al Futuro,Bas Reliefs (sculpture),1996,Leopoldo Romero,Zearing & Rio Grande NW,Rio Grande Blvd & Zearing NE Corner,-106.6702147,35.1025,http://www.flickr.com/photos/abqpublicart/2479132604/in/photostream/,http://farm3.staticflickr.com/2380/2479132604_f2d58b04d6_m.jpg
180,"BMW, Chetro Ketl Kiva, Chaco Canyon, USA",photographs (visual works),2000,Patrick Nagatani,3400 University Blvd SE,Airport Rental Car Facility,-106.6257541,35.0403,http://www.flickr.com/photos/abqpublicart/2439236712/,http://farm4.staticflickr.com/3075/2439236712_b7606df525_m.jpg
181,NM Lowrider Bench,public sculpture,1992,Pedro Romero,1500 Broadway NE,Vehicle Pollution Management Bldg.,-106.6410966,35.098,http://www.flickr.com/photos/abqpublicart/1030963082/,http://farm2.staticflickr.com/1003/1030963082_fbb0f7389b_m.jpg
182,Gridlock,public sculpture,1984,Ramsey Rose,5th & Copper NW,5th & Copper NW Parking Structure,-106.6519924,35.0855,http://www.flickr.com/photos/abqpublicart/2478320809/in/photostream/,http://farm3.staticflickr.com/2051/2478320809_fda33fba2c_m.jpg
183,Fire Work,public sculpture ,1993,Evelyn Rosenberg,11500 Sunset Gardens SW,Albuquerque Fire Academy,-106.7588353,35.0655,http://www.flickr.com/photos/abqpublicart/2420678217/,http://farm3.staticflickr.com/2259/2420678217_4f19c60f11_m.jpg
184,El Senador Memorial Honoring Senator Dennis Chavez,public sculpture,1999,Cynthia Rowland,3rd St and Tijeras NW,Civic Plaza,-106.6502757,35.0867,http://www.flickr.com/photos/abqpublicart/2478320939/,http://farm3.staticflickr.com/2252/2478320939_1c39a0f364_m.jpg
185,Natural Vistas,mosaics (visual works),2001,H. John Bell,Lowell NE at Spain,Peppertree/Royal Oak Neighborhood,-106.5067588,35.145,http://www.flickr.com/photos/abqpublicart/1030111555/,http://farm2.staticflickr.com/1162/1030111555_1527d91c03_m.jpg
186,Tree II,public sculpture,1980,Steven Rudy,Guadalupe Trail and Douglas MacArthur NW,Columbus Park,-106.6536449,35.1388,http://www.flickr.com/photos/abqpublicart/2479132840/,http://farm3.staticflickr.com/2071/2479132840_5d60987275_m.jpg
187,Cowboy Dream,assemblage (sculpture),2001,Ed Larson,3400 University Blvd SE,Airport Rental Car Facility,-106.6257541,35.0403,http://www.flickr.com/photos/abqpublicart/2439236758/,http://farm3.staticflickr.com/2254/2439236758_b2a34cfbc7_m.jpg
